id,title,content,url,source,author,category,published_at,prediction,score,collected_at
343,Brunson scores 30 as Knicks upset Spurs in NBA Finals opener,"Led by Jalen Brunson, the New York Knicks steal a road win against the San Antonio Spurs in game one of the NBA Finals.",https://www.aljazeera.com/sports/2026/6/4/brunson-scores-30-as-knicks-upset-spurs-in-nba-finals-opener?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-06-04T10:11:31.466597,,,2026-06-04T10:11:31.466597
344,Sabalenka mentally off track as French Open exit made her want to quit,World number one Aryna Sabalenka let a two-set lead slip in a French Open quarterfinal defeat by Diana Shnaider.,https://www.aljazeera.com/sports/2026/6/4/sabalenka-mentally-off-track-as-french-open-exit-made-her-want-to-quit?traffic_source=rss,Al Jazeera,Inconnu,Sport,2026-06-04T10:11:31.466597,,,2026-06-04T10:11:31.466597
345,How does football influence who we are?,How does football influence who we are?,https://www.aljazeera.com/video/doha-debates/2026/6/4/how-does-football-influence-who-we-are?traffic_source=rss,Al Jazeera,Inconnu,Show Types,2026-06-04T10:11:31.466597,,,2026-06-04T10:11:31.466597
346,Israel and Lebanon agree to conditional ceasefire,"Deal is made through US-brokered talks in Washington, DC, that did not include Hezbollah.",https://www.aljazeera.com/news/2026/6/4/israel-and-lebanon-agree-to-conditional-ceasefire?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-04T10:11:31.466597,,,2026-06-04T10:11:31.466597
347,Indonesia arrests officials in crackdown on corruption,Indonesias deputy minister for immigration affairs has been arrested after about 10 hours of questioning.,https://www.aljazeera.com/news/2026/6/4/indonesia-arrests-officials-in-crackdown-on-corruption?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-04T10:11:31.466597,,,2026-06-04T10:11:31.466597
348,Iran war day 97: Tehran says no progress in talks; Israel attacks Lebanon,Israel carries out drone attacks on Lebanon after agreeing to renew ceasefire as Tehran defends attacks on Gulf nations.,https://www.aljazeera.com/news/2026/6/4/iran-war-day-97-tehran-says-no-progress-in-talks-israel-attacks-lebanon?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-04T10:11:31.466597,,,2026-06-04T10:11:31.466597
349,What the US-Israel war on Iran will not change in the Middle East,"The war may redraw alliances and shift balances of power, but geography, Palestine and political identity will endure.",https://www.aljazeera.com/opinions/2026/6/4/what-the-us-israel-war-on-iran-will-not-change-in-the-middle-east?traffic_source=rss,Al Jazeera,Inconnu,Opinions,2026-06-04T10:11:31.466597,,,2026-06-04T10:11:31.466597
350,"Gaza is being offered coercion, not reconstruction",Mladenovs plan turns rebuilding from a humanitarian obligation into a weapon of political control.,https://www.aljazeera.com/opinions/2026/6/4/gaza-is-being-offered-coercion-not-reconstruction?traffic_source=rss,Al Jazeera,Inconnu,Opinions,2026-06-04T10:11:31.467597,,,2026-06-04T10:11:31.467597
351,Whats behind the White Houses Alien.gov website?,Whats behind the White Houses Alien.gov website?,https://www.aljazeera.com/video/newsfeed/2026/6/4/whats-behind-the-white-houses-alien-gov-website?traffic_source=rss,Al Jazeera,Inconnu,News,2026-06-04T10:11:31.467597,,,2026-06-04T10:11:31.467597
352,Grim mood in Berlin after Germany loses Security Council bid,"Austria and Portugal have secured seats on the UN's most important body, but Germany has not. This brings a 40-year streak to an end. It's the most severe foreign policy defeat yet for the coalition government.",https://www.dw.com/en/grim-mood-in-berlin-after-germany-loses-security-council-bid/a-77420221?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
353,Mount Everest: Missing Sherpa found alive after 6 days,A Nepalese Sherpa miraculously survived for nearly a week after going missing on May 29. The missing man was found near Everest base camp.,https://www.dw.com/en/mount-everest-missing-sherpa-found-alive-after-6-days/a-77420418?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
354,Tiananmen dissident lambasts China on massacre anniversary,"On the anniversary of the Tiananmen Square massacre, Wu'er Kaixi, who played a leading role during the 1989 protests, spoke to DW about his personal loss and nearly four decades in exile.",https://www.dw.com/en/tiananmen-dissident-lambasts-china-on-massacre-anniversary/a-77420338?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
355,Stuck on oil: Can Hawaii power itself?,"Hawaii imports much of its fuel  and pays the price. From solar to geothermal, the state is searching for a way out of fossil fuel dependence.",https://www.dw.com/en/stuck-on-oil-can-hawaii-power-itself/a-76967079?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
356,"Marjane Satrapi, author of 'Persepolis,' dies at 56",The Iranian-born author of the acclaimed graphic novel and film offered a deeply personal account of Iran's Islamic Revolution.,https://www.dw.com/en/marjane-satrapi-author-of-persepolis-dies-at-56/a-77419269?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
357,"Germany news: Number of millionaires is growing, study shows",Around 1.78 million people in Germany were classified as high-net-worth individuals or people who have at least $1 million in liquid assets. DW has the latest.,https://www.dw.com/en/germany-news-number-of-millionaires-is-growing-study-shows/live-77416092?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
358,100 days of Iran war: Gulf states grapple with security and economic consequences,"The US-Israel war with Iran has forced the Gulf states to reassess long-held assumptions about security, alliances and stability in their region. What does this mean for the future?",https://www.dw.com/en/100-days-of-iran-war-gulf-states-grapple-with-security-and-economic-consequences/a-77393748?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
359,$850 million Obama Presidential Center prepares for opening,"The museum dedicated to former US President Barack Obama is set to open on June 19. Spanning 19.3 acres, the campus will house a museum, library, and park.",https://www.dw.com/en/850-million-obama-presidential-center-prepares-for-opening/a-77417923?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
360,EU concerns grow over Albania's Trump-linked megaproject,"A huge luxury resort on Albania's protected coast linked to Jared Kushner, son-in-law of US President Donald Trump, is sparking protests, environmental concerns and scrutiny as the country advances toward EU membership.",https://www.dw.com/en/eu-concerns-grow-over-albania-s-trump-linked-megaproject/a-77409540?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
361,2026 World Cup: 6 things you need to know,The 2026 World Cup is to be bigger than all of its predecessors. Whether it will be better is an entirely different question. DW fills you in on what you need to know.,https://www.dw.com/en/2026-world-cup-6-things-you-need-to-know/a-77066450?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
362,China bans 4 New Zealand lawmakers after their Taiwan trip,Beijing says it is barring a group of New Zealand lawmakers from entering China for having visited Taiwan in May. It is the first time such a ban has been imposed on politicians from New Zealand.,https://www.dw.com/en/china-bans-4-new-zealand-lawmakers-after-their-taiwan-trip/a-77416000?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
363,Iran war: Even a peace deal won't fix energy crunch,The growing energy and supply chain crisis is unlikely to ease even if the US and Iran step back from the brink. Experts warn that reopening the Strait of Hormuz and repairing infrastructure could take months or years.,https://www.dw.com/en/iran-war-even-a-peace-deal-won-t-fix-energy-crunch/a-77322623?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
364,India news: Delhi orders fire safety crackdown after deadly hotel fire,"Hours after a fire at a New Delhi hotel killed 21 people, the establishment's owner has been arrested. Delhi is also launching a fire safety inspection. DW has the latest.",https://www.dw.com/en/india-news-delhi-orders-fire-safety-crackdown-after-deadly-hotel-fire/live-77415899?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
365,Iran war: US House votes to limit Trump's war powers,"US Democrats are sending Trump a ""loud"" message to end the ""deeply unpopular"" Iran war. Meanwhile, a drone strike on Kuwait's airport has killed one person. DW has more.",https://www.dw.com/en/iran-war-us-house-votes-to-limit-trump-s-war-powers/live-77415738?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
366,Erin Brockovich: Environmentalist against the data center boom,"Do you know where a data center is due to be constructed in your area? An increasing number of US citizens can answer ""yes""  thanks to a map created by Erin Brockovich. DW explains why people need to know.",https://www.dw.com/en/erin-brockovich-environmentalist-against-the-data-center-boom/a-77413743?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
367,Ukraine moves closer to EU accession after Hungary deal,Budapest will likely drop its veto on Kyiv joining the EU after reaching a deal on rights for Ukraine's ethnic Hungarian minority. But it remains opposed to Ukraine's accession being fast-tracked.,https://www.dw.com/en/ukraine-moves-closer-to-eu-accession-after-hungary-deal/a-77414375?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
368,Tanzania's president visits Russia amid frayed Western ties,"President Samia Suluhu Hassan is on a three-day visit to Russia, traveling with a business delegation. Relations with Western nations have cratered in recent months amid criticism of Tanzania's handling of dissent.",https://www.dw.com/en/tanzania-s-president-visits-russia-amid-frayed-western-ties/a-77404375?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.266593,,,2026-06-04T10:11:33.266593
369,Germany sees record number of discrimination claims in 2025,"The federal commissioner for anti-discrimination has said the government's reform plans, the first in 20 years, are inadequate and won't provide the resources and funding needed to combat discrimination.",https://www.dw.com/en/germany-sees-record-number-of-discrimination-claims-in-2025/a-77410391?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.279883,,,2026-06-04T10:11:33.279883
370,North Korea unveils nuclear weapons fuel production plant,"Kim Jong Un called for North Korea's capacity to produce weapons-grade uranium to grow at an ""exponential rate.""",https://www.dw.com/en/north-korea-unveils-nuclear-weapons-fuel-production-plant/a-77414339?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.279883,,,2026-06-04T10:11:33.279883
371,"Israel, Lebanon renew ceasefire after US-brokered talks",The agreement comes as hostilities between Israel and Lebanese militants Hezbollah have intensified in recent weeks. It is unclear if the renewed truce will affect stalled talks between the US and Iran. DW has more.,https://www.dw.com/en/israel-lebanon-renew-ceasefire-after-us-brokered-talks/live-77398874?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.279883,,,2026-06-04T10:11:33.279883
372,Wim Wenders withdraws film with disputed child nude scene,"Actress Nastassja Kinski spent years calling for the removal of a sexualized scene from Wim Wenders' film ""The Wrong Move,"" in which she appeared topless at the age of 13.",https://www.dw.com/en/wim-wenders-withdraws-film-with-disputed-child-nude-scene/a-77390951?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.279883,,,2026-06-04T10:11:33.279883
373,Google mosquito army: Scientists say 'we must take action',Google's Debug research program plans to release millions of sterile mosquitoes to fight species that spread diseases like dengue. How does the method work  and should humans interfere with nature like this?,https://www.dw.com/en/google-mosquito-army-scientists-say-we-must-take-action/a-77390494?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.279883,,,2026-06-04T10:11:33.280930
374,Saudi Arabia and Russia draw closer amid OPEC upheaval,"As Saudi Arabia and Russia deepen cooperation, their combined influence over global oil supply is growing. Could this shift the balance of power in energy markets?",https://www.dw.com/en/saudi-arabia-and-russia-draw-closer-amid-opec-upheaval/a-77387950?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.280930,,,2026-06-04T10:11:33.280930
375,"Backrooms: The creepy internet phenomenon, explained",A low-budget horror film directed by a 20-year-old YouTuber is beating the new Star Wars movie at the box office. Behind its success is an entire viral online maze.,https://www.dw.com/en/backrooms-the-creepy-internet-phenomenon-explained/a-77404540?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.280930,,,2026-06-04T10:11:33.280930
376,Portugal: General strike causes disruption to services,Flights have been canceled and schools closed as unions stage a strike over government labor reform plans. It is the second major walkout in Portugal in six months.,https://www.dw.com/en/portugal-general-strike-causes-disruption-to-services/a-77402190?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.281479,,,2026-06-04T10:11:33.281479
377,Who owns the billions in Germany's dormant bank accounts?,"Billions of euros sit untouched in dormant bank accounts in Germany. With heirs unaware and no central register in place, banks and politicians are debating who should ultimately control the money.",https://www.dw.com/en/who-owns-the-billions-in-germany-s-dormant-bank-accounts/a-77167930?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.281479,,,2026-06-04T10:11:33.281479
378,Armenia's election offers a choice between Russia and EU,"Armenians are set to vote on the country's future geopolitical direction on June 7. The election will be a test of public opinion in the long-standing Russia ally, where the population is increasingly eyeing the EU.",https://www.dw.com/en/armenia-s-election-offers-a-choice-between-russia-and-eu/a-77400608?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.281925,,,2026-06-04T10:11:33.281925
379,UK: Protest erupts over student murder,Protesters have clashed with police in Southampton over the December murder of finance student Henry Nowak. The fatally injured victim was handcuffed by police after his killer accused him of racist abuse.,https://www.dw.com/en/uk-protest-erupts-over-student-murder/a-77399817?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.281925,,,2026-06-04T10:11:33.281925
380,Germany: Cologne Cathedral to charge tourists 12 for entry,"Cologne Cathedral has laid out plans to charge tourist visitors, starting in July. They will be asked to pay 12 each, to help cover maintenance costs. It still plans to keep a small free area available for worshippers.",https://www.dw.com/en/germany-cologne-cathedral-to-charge-tourists-€12-for-entry/a-77396216?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.281925,,,2026-06-04T10:11:33.281925
381,Kosovo general election: the cost of political polarization,"Sunday's election in Kosovo  the third in under 16 months  is marked by a clash between former allies PM Albin Kurti and ex-President Vjosa Osmani, deadlock in the dialogue with Serbia and obstacles to EU integration.",https://www.dw.com/en/kosovo-general-election-the-cost-of-political-polarization/a-77390725?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.282998,,,2026-06-04T10:11:33.282998
382,Unpacking Germany's campaign for a UN Security Council seat,"On Wednesday, the United Nations will hold elections for several seats on the UN Security Council. Germany's government is campaigning vigorously for a seat.",https://www.dw.com/en/unpacking-germany-s-campaign-for-a-un-security-council-seat/a-77386458?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.282998,,,2026-06-04T10:11:33.282998
383,Legendary warrior women: The history of the Amazons,They're said to have cut off their breasts to better draw their bows and even to have killed their male offspring. What is the history behind the myths surrounding the Amazons?,https://www.dw.com/en/legendary-warrior-women-the-history-of-the-amazons/a-77385284?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.283583,,,2026-06-04T10:11:33.283583
384,Ethiopia goes electric following gas car ban,Electric vehicles have taken off in Ethiopia. Key to the shift: a world-first ban on importing fossil fuel-powered vehicles.,https://www.dw.com/en/ethiopia-goes-electric-following-gas-car-ban/a-77350158?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-06-04T10:11:33.283583,,,2026-06-04T10:11:33.283583
385,Refugees and migration: Is Europe closing its doors?,Migration researchers have called on European governments to abandon isolationist policies. But many politicians are not heeding their calls.,https://www.dw.com/en/refugees-and-migration-is-europe-closing-its-doors/a-77380290?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
386,UK wins court case over canceled plan to deport asylum seekers to Rwanda,An international court has rejected a Rwandan claim for millions in damages over a scrapped deal to send asylum seekers to the East African nation.,https://www.dw.com/en/uk-wins-court-case-over-canceled-plan-to-deport-asylum-seekers-to-rwanda/a-77379092?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
387,Is 'nation-hopping' ruining German youth football?,Many young German footballers are choosing other countries over Germany. DFB Director Andreas Rettig is aiming to change this and is calling for a compensation fee.,https://www.dw.com/en/is-nation-hopping-ruining-german-youth-football/a-77378920?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
388,Mozart the idol: Searching for beauty in times of crisis,"Mozart's music evokes lightness and beauty. In times of war and destruction, people often invoke the ideals of the classical era. But is this just an escape from reality? The Mozartfest Wurzburg offers different answers.",https://www.dw.com/en/mozart-the-idol-searching-for-beauty-in-times-of-crisis/a-77374393?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
389,How China keeps North Korea's economy alive,"Pyongyang relies on China for 95% of its legitimate trade; hacking, arms deals and remittances also help it stay afloat.",https://www.dw.com/en/how-china-keeps-north-korea-s-economy-alive/a-77295494?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
390,Young German talents impress in World Cup tune-up vs Finland,Deniz Undav and Lennart Karl delivered strong performances in Germany's last game at home before the start of 2026 FIFA World Cup.,https://www.dw.com/en/young-german-talents-impress-in-world-cup-tune-up-vs-finland/a-77371601?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
391,German town prints its own cash to cut CO2 emissions,"It started as a school project to promote local businesses in a remote Bavarian region. Now, the ""Chiemgauer"" currency helps to cut emissions.",https://www.dw.com/en/german-town-prints-its-own-cash-to-cut-co2-emissions/a-77167075?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
392,DNA had one rule. Bacteria didn't get the memo,Every cell in every organism on Earth copies DNA the same way. Except one bacterial protein  quietly doing something scientists had never seen before.,https://www.dw.com/en/dna-had-one-rule-bacteria-didn-t-get-the-memo/a-77341009?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
393,Germany news: Most expect AfD state premier after elections,"Most people in Germany expect a premier from the far-right AfD to lead at least one state after elections in the autumn, a survey has found. The Brenner Pass linking Austria and Italy has reopened.",https://www.dw.com/en/germany-news-most-expect-afd-state-premier-after-elections/live-77353393?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
394,How the Alevi community came to thrive in Germany,The Alevis make up the fourth largest religious community in Germany today. What are the main tenets of their faith? And how are they preserving their unique culture?,https://www.dw.com/en/how-the-alevi-community-came-to-thrive-in-germany/a-77337130?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
395,Space race: Why Portugal is reaching for the stars,A spaceport is being built on a small Portuguese island in the Atlantic. Is Portugal on the verge of becoming a space nation?,https://www.dw.com/en/space-race-why-portugal-is-reaching-for-the-stars/a-77303795?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
396,"Swing Youth: In Nazi Germany, jazz was an act of defiance","The Nazis denounced jazz music as ""degenerate art,"" despite its widespread popularity in Germany. As the Nazis clamped down on expression, groups of jazz-loving teenagers formed the Swing Youth to rebel.",https://www.dw.com/en/swing-youth-in-nazi-germany-jazz-was-an-act-of-defiance/a-77143547?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
397,"Goodbye, Norma Jeane: How Marilyn Monroe changed Hollywood","Long seen primarily as a sex symbol, Marilyn Monroe is now viewed as an early advocate for women in Hollywood. On the 100th anniversary of her birth, DW looks at the star who balanced fame and feminist agency.",https://www.dw.com/en/goodbye-norma-jeane-how-marilyn-monroe-changed-hollywood/a-77342887?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
398,Ukraine: IAEA seeks access to Zaporizhzhia nuclear plant after reported drone strike,Russia claims that a Ukrainian drone struck the Zaporizhzhia nuclear plant. Ukraine has denied the accusation. The International Atomic Energy Agency has sought to examine the facility.,https://www.dw.com/en/ukraine-iaea-seeks-access-to-zaporizhzhia-nuclear-plant-after-reported-drone-strike/a-77361296?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
399,PSG's team of talents retain Champions League title,Paris Saint-Germain were unable to score from open play against a resilient Arsenal but won their second successive title on penalties. Luis Enrique has built a team to be proud of at the oil-rich club.,https://www.dw.com/en/psg-s-team-of-talents-retain-champions-league-title/a-77360206?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
400,Film funding bill to support blockbusters made in Germany,"The German government wants to attract more filmmakers and make the country a ""global player"" in on-screen entertainment. A new bill would require media companies to make mandatory investments in the film industry.",https://www.dw.com/en/film-funding-bill-to-support-blockbusters-made-in-germany/a-77346783?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
401,Germany: Vaping becoming more popular among young people,"A recent study shows that e-cigarettes are becoming increasingly popular among young people in Germany, with even elementary school kids picking up vapes. Health experts are alarmed.",https://www.dw.com/en/germany-vaping-becoming-more-popular-among-young-people/a-77340236?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
402,What Hungary must do to receive EU funds frozen under Orban,"Prime Minister Peter Magyar and European Commission President Ursula von der Leyen announced a deal that could free up over 16 billion in EU funds for Hungary. Now, Magyar's new government needs to deliver.",https://www.dw.com/en/what-hungary-must-do-to-receive-eu-funds-frozen-under-orban/a-77354206?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
403,Russia recalls Armenia ambassador over EU ties,"The recall comes a day after Putin warned Armenia against seeking EU membership and alluded to the ""Ukrainian scenario."" Armenia historically has strong ties with Russia but has pivoted toward the West in recent years.",https://www.dw.com/en/russia-recalls-armenia-ambassador-over-eu-ties/a-77354081?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
404,Malta votes in snap parliamentary election,Voting is underway in Malta's parliamentary election. Opinion polls show Prime Minister Robert Abela on course for reelection in the shadow of the Middle East crisis.,https://www.dw.com/en/malta-votes-in-snap-parliamentary-election/a-77353620?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
405,International aid cuts complicate Congo's Ebola epidemic,The scaling back of development aid has contributed to the inability to contain the Ebola outbreak in the Democratic Republic of Congo. German organizations are calling for a major spending boost to help stop the spread.,https://www.dw.com/en/international-aid-cuts-complicate-congo-s-ebola-epidemic/a-77320865?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Science,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
406,Romania's political crisis deepens,"After Prime Minister Ilie Bolojans government fell in early May, Romania's moderate parties have struggled to chart a new course  opening the door for the far right to gain ground.",https://www.dw.com/en/romania-s-political-crisis-deepens/a-77351943?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
407,EU unblocks 16 billion in Hungary assistance as Magyar promises reforms,Reforms under new Prime Minister Peter Magyar will enable the EU to free up billions in frozen assistance for Budapest. The EU's Ursula von der Leyen announced the news as Magyar visited Brussels.,https://www.dw.com/en/eu-unblocks-€16-billion-in-hungary-assistance-as-magyar-promises-reforms/a-77349350?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
408,What makes a vanity project? A history of building for power,"As Donald Trump proposes costly redesigns for Washington, DC, the question arises: When do grand projects serve the public  and when do they serve the leader?",https://www.dw.com/en/what-makes-a-vanity-project-a-history-of-building-for-power/a-77262996?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Culture,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
409,Kai Havertz: Arsenal and Germany's man for the big moment,Germany forward Kai Havertz is set to play in his second Champions League final. The Arsenal man is a match winner.,https://www.dw.com/en/kai-havertz-arsenal-and-germany-s-man-for-the-big-moment/a-77308660?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Sports,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
410,Germany deepens Taiwan ties amid China tensions,"A German delegation, known as the Berlin-Taipei Parliamentary Friendship Group, recently visited Taiwan, drawing criticism from Beijing. Two lawmakers told DW the visit was important for expanding economic partnerships.",https://www.dw.com/en/germany-deepens-taiwan-ties-amid-china-tensions/a-77344690?maca=en-rss-en-all-1573-rdf,DW,Inconnu,World,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
411,"Pigeons' livers may enable magnetic navigation when the sun doesn't shine, study finds","A research team in Germany has published new data on how pigeons use magnetic fields as a navigation method when visibility is limited. A key part of the long-sought answer could lie in an unexpected organ, their livers.",https://www.dw.com/en/pigeons-livers-may-enable-magnetic-navigation-when-the-sun-doesn-t-shine-study-finds/a-77341403?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
412,The Superbug spill: When medicine goes rogue,"Pharmaceuticals have been found in waterways almost everywhere in the world, fueling antibiotic-resistant superbugs that no longer respond to treatment. Is there a way out?",https://www.dw.com/en/the-superbug-spill-when-medicine-goes-rogue/a-77172236?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Environment,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
413,France moves to symbolically repeal slavery legislation,"Members of the lower house of the French parliament unanimously voted to abolish a series of royal edicts known as the ""Code noir"" or Black Code. The bill stops short of some lawmakers' demands like possible reparations.",https://www.dw.com/en/france-moves-to-symbolically-repeal-slavery-legislation/a-77332888?maca=en-rss-en-all-1573-rdf,DW,Inconnu,News,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
414,"Suez, Panama canals charge for transit  why can't Hormuz?","Iran has been widely condemned for demanding up to $2 million for vessels to ship through the Strait of Hormuz. DW explores the reasons why Egypt can charge for the Suez Canal and Panama for its waterway, but Iran can't.",https://www.dw.com/en/suez-panama-canals-charge-for-transit-why-can-t-hormuz/a-77325707?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Business,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
415,Reiche brings energy sector ties to German Economy Ministry,"Economy Minister Reiche is a controversial figure. Her plans for new gas-fired power plants, rolling back plans for more renewables in the building sector and scrapping solar subsidies have been met with criticism.",https://www.dw.com/en/reiche-brings-energy-sector-ties-to-german-economy-ministry/a-77334326?maca=en-rss-en-all-1573-rdf,DW,Inconnu,Germany,2026-06-04T10:11:33.283974,,,2026-06-04T10:11:33.283974
